品类,日期,销量
category182,2022/8/10,370
category139,2023/5/12,370
category198,2023/5/6,370
category107,2023/5/16,370
category239,2023/4/10,370
category197,2023/4/28,370
category135,2022/9/29,370
category47,2023/5/18,370
category47,2023/4/10,370
category49,2023/4/22,370
category17,2022/7/15,370
category281,2022/7/1,370
category239,2022/7/12,370
category176,2023/6/17,370
category275,2022/7/31,368
category239,2023/5/13,368
category303,2023/4/4,368
category157,2022/9/28,368
category59,2023/6/12,368
category300,2023/4/15,368
category275,2022/9/13,368
category33,2023/5/3,368
category80,2023/4/11,368
category47,2022/8/13,368
category16,2022/7/10,368
category311,2022/9/5,368
category62,2022/8/15,368
category331,2023/5/7,368
category258,2022/7/4,368
category63,2023/4/15,368
category118,2023/5/29,368
category45,2022/7/22,368
category229,2023/4/2,368
category194,2022/7/13,368
category157,2023/5/15,368
category12,2022/7/18,368
category275,2022/9/3,368
category17,2022/7/20,368
category135,2022/7/2,368
category268,2023/4/6,368
category300,2023/6/18,368
category316,2023/6/29,368
category268,2022/9/17,368
category215,2023/6/1,368
category116,2022/7/18,368
category88,2023/6/23,368
category56,2023/4/17,368
category56,2022/7/13,368
category316,2022/7/15,368
category321,2023/5/9,368
category236,2023/4/9,368
category197,2022/8/17,368
category303,2022/7/8,368
category116,2022/9/12,368
category33,2023/4/23,368
category35,2022/7/24,368
category73,2022/7/3,368
category94,2023/4/23,368
category300,2023/5/3,366
category300,2022/8/13,366
category275,2022/8/10,366
category275,2022/7/29,366
category26,2023/5/28,366
category247,2022/9/23,366
category71,2023/4/10,366
category256,2022/7/26,366
category228,2023/6/16,366
category80,2023/6/25,366
category321,2023/5/20,366
category321,2022/8/15,366
category94,2023/5/24,366
category236,2023/6/26,366
category241,2022/7/4,366
category137,2022/7/25,366
category281,2022/7/5,366
category239,2022/7/1,366
category239,2023/4/6,366
category143,2023/4/27,366
category16,2023/5/6,366
category275,2022/9/15,366
category252,2022/7/31,366
category118,2023/4/8,366
category145,2023/6/1,366
category229,2022/9/17,366
category281,2022/7/11,366
category45,2022/7/12,366
category171,2022/7/29,366
category94,2022/9/4,366
category47,2022/8/21,366
category331,2023/5/20,366
category56,2023/4/18,366
category63,2022/7/7,366
category35,2023/5/8,366
category80,2022/7/1,366
category107,2023/6/6,366
category258,2022/7/7,366
category239,2023/5/21,366
category118,2022/9/13,366
category109,2023/5/23,366
category232,2022/8/27,366
category16,2023/5/11,366
category239,2022/8/3,366
category135,2022/7/10,366
category94,2023/5/22,366
category71,2022/8/4,366
category198,2023/5/17,366
category107,2023/5/25,366
category16,2022/9/27,366
category70,2022/7/23,366
category293,2022/9/10,366
category194,2022/7/1,366
category236,2023/5/1,366
category275,2022/8/7,364
category293,2022/9/29,364
category17,2022/7/29,364
category228,2023/6/3,364
category29,2022/8/5,364
category29,2023/5/25,364
category62,2022/9/30,364
category51,2022/8/28,364
category45,2022/9/17,364
category118,2023/4/2,364
category171,2023/5/18,364
category232,2023/5/23,364
category17,2022/7/27,364
category239,2023/4/4,364
category118,2022/9/7,364
category303,2023/4/14,364
category171,2023/5/25,364
category94,2023/6/13,364
category94,2022/9/24,364
category238,2023/5/26,364
category16,2022/7/18,364
category255,2023/6/7,364
category157,2022/7/29,364
category238,2023/6/4,364
category198,2023/5/30,364
category16,2022/8/19,364
category17,2022/7/22,364
category247,2023/4/20,364
category80,2023/6/5,364
category71,2023/4/5,364
category107,2022/7/19,364
category35,2022/8/8,364
category239,2022/7/7,364
category70,2023/5/15,364
category71,2022/8/21,364
category275,2022/9/14,364
category118,2023/6/11,364
category135,2023/6/15,364
category321,2022/8/4,364
category16,2023/6/28,364
category275,2022/7/17,364
category26,2023/6/28,364
category135,2022/7/1,364
category94,2023/5/15,364
category94,2023/6/25,364
category198,2023/4/7,362
category70,2022/7/22,362
category118,2023/4/16,362
category45,2022/9/5,362
category229,2023/5/21,362
category236,2023/4/16,362
category198,2023/4/18,362
category284,2023/6/18,362
category17,2022/9/25,362
category26,2023/4/17,362
category197,2023/4/13,362
category70,2022/8/16,362
category118,2023/5/30,362
category157,2022/7/25,362
category49,2023/5/10,362
category56,2023/5/9,362
category26,2023/6/26,362
category239,2022/7/4,362
category233,2022/7/7,362
category171,2023/4/5,362
category238,2022/7/27,362
category71,2022/8/23,362
category232,2023/6/29,362
category233,2022/7/20,362
category331,2023/4/2,362
category299,2023/5/12,362
category182,2022/9/23,362
category71,2022/8/12,362
category16,2023/5/12,362
category281,2022/7/6,362
category239,2023/4/17,362
category197,2023/4/7,362
category197,2023/4/8,362
category94,2023/6/20,362
category94,2023/4/11,362
category232,2023/4/19,362
category232,2023/5/5,362
category198,2023/4/13,362
category49,2023/5/19,362
category247,2022/7/27,362
category194,2023/5/28,362
category157,2022/7/19,362
category46,2023/6/1,360
category227,2023/6/15,360
category303,2023/5/8,360
category293,2022/7/20,360
category47,2023/5/15,360
category49,2022/7/29,360
category299,2023/5/9,360
category16,2023/4/13,360
category143,2023/4/7,360
category233,2022/7/23,360
category94,2022/9/17,360
category16,2023/5/5,360
category49,2023/6/8,360
category35,2023/4/8,360
category135,2023/5/5,360
category233,2023/5/2,360
category45,2023/4/6,360
category194,2023/5/27,360
category12,2023/6/30,360
category316,2022/7/1,360
category247,2022/8/21,360
category118,2023/6/9,360
category135,2022/8/26,360
category45,2022/9/21,360
category321,2023/4/19,360
category236,2022/7/2,360
category232,2022/8/10,360
category316,2023/4/26,360
category118,2022/9/2,360
category198,2023/4/27,360
category56,2023/6/24,360
category16,2022/8/10,360
category16,2022/7/2,360
category296,2022/7/10,360
category247,2022/7/6,360
category316,2022/9/24,360
category26,2023/6/25,360
category29,2023/6/20,360
category157,2022/8/8,360
category321,2022/8/10,360
category198,2023/4/28,360
category107,2023/6/7,360
category299,2023/5/19,360
category70,2023/4/9,360
category268,2022/8/12,360
category94,2022/9/25,360
category49,2023/5/6,358
category35,2022/7/26,358
category197,2022/9/28,358
category321,2023/4/24,358
category71,2022/8/22,358
category103,2022/9/1,358
category236,2023/6/27,358
category88,2022/8/27,358
category70,2023/5/21,358
category71,2022/8/3,358
category12,2022/8/14,358
category198,2023/6/21,358
category16,2023/6/13,358
category197,2023/5/3,358
category118,2023/6/25,358
category143,2023/4/15,358
category331,2023/6/22,358
category12,2023/5/21,358
category322,2023/4/24,358
category171,2023/4/2,358
category94,2023/4/18,358
category232,2023/4/8,358
category13,2023/6/16,358
category233,2023/5/14,358
category47,2022/8/20,358
category104,2022/7/6,358
category232,2023/4/17,358
category232,2023/4/26,358
category49,2023/4/23,358
category63,2023/4/12,358
category247,2022/9/25,358
category197,2023/4/10,358
category29,2023/5/29,358
category233,2023/6/26,358
category45,2022/9/29,358
category53,2023/6/7,358
category56,2023/5/4,358
category118,2023/6/27,358
category303,2023/4/10,358
category109,2022/8/19,358
category157,2023/4/25,358
category198,2023/4/29,358
category138,2023/4/23,358
category128,2023/4/29,358
category29,2023/6/4,358
category56,2022/7/5,356
category71,2023/4/8,356
category43,2022/9/28,356
category32,2023/4/28,356
category35,2022/7/30,356
category35,2022/8/12,356
category118,2022/9/28,356
category293,2022/8/2,356
category316,2023/4/18,356
category239,2022/7/9,356
category197,2022/9/20,356
category109,2023/5/21,356
category135,2022/9/8,356
category305,2023/6/19,356
category94,2023/4/25,356
category331,2023/4/30,356
category12,2023/5/22,356
category49,2023/6/21,356
category258,2022/7/6,356
category303,2023/5/10,356
category236,2023/6/21,356
category71,2023/4/7,356
category232,2022/8/1,356
category187,2022/9/7,356
category16,2022/7/8,356
category258,2022/7/12,356
category33,2022/8/19,356
category38,2023/4/6,356
category286,2023/5/1,356
category51,2022/9/4,356
category16,2023/6/20,356
category143,2023/4/21,356
category135,2023/6/9,356
category171,2023/5/15,356
category268,2022/9/28,356
category107,2023/6/8,356
category107,2022/8/22,356
category49,2023/6/14,356
category239,2023/4/15,356
category239,2023/4/19,356
category70,2022/8/20,356
category70,2022/8/1,356
category88,2023/6/8,356
category47,2023/4/27,356
category16,2022/7/21,356
category118,2022/9/15,356
category118,2023/5/12,356
category62,2022/8/19,356
category80,2022/7/6,356
category71,2023/5/18,356
category182,2022/9/13,356
category300,2022/9/11,356
category300,2022/9/13,356
category198,2023/5/29,356
category107,2022/9/18,356
category16,2023/6/12,356
category322,2022/7/5,356
category297,2022/9/9,356
category229,2023/5/3,356
category321,2022/8/19,356
category236,2023/5/4,356
category258,2022/7/8,354
category35,2022/8/13,354
category247,2022/8/15,354
category197,2022/8/21,354
category29,2022/9/12,354
category94,2023/4/19,354
category316,2022/8/23,354
category197,2023/6/29,354
category16,2023/5/26,354
category26,2023/4/20,354
category152,2022/9/22,354
category178,2022/9/20,354
category62,2022/8/8,354
category171,2023/5/30,354
category88,2023/6/7,354
category49,2023/6/6,354
category197,2022/8/11,354
category62,2022/9/21,354
category71,2022/8/5,354
category47,2023/5/19,354
category109,2023/5/22,354
category62,2022/9/15,354
category135,2022/9/14,354
category293,2022/8/28,354
category321,2023/4/18,354
category59,2023/6/8,354
category299,2023/6/11,354
category70,2023/5/11,354
category46,2023/4/6,354
category316,2023/4/11,354
category239,2023/6/24,354
category59,2023/6/20,354
category12,2022/7/5,354
category239,2023/6/25,354
category247,2022/7/13,354
category256,2022/7/30,354
category239,2022/7/13,354
category197,2023/4/24,354
category135,2023/5/3,354
category28,2023/6/19,354
category17,2022/7/26,354
category136,2023/4/19,354
category45,2022/8/9,354
category229,2022/9/13,354
category236,2023/4/23,354
category16,2023/5/9,352
category70,2022/7/7,352
category70,2022/8/12,352
category51,2022/8/6,352
category80,2023/5/15,352
category45,2023/6/3,352
category80,2022/7/19,352
category94,2023/5/25,352
category88,2022/8/30,352
category107,2023/5/30,352
category49,2023/6/17,352
category281,2022/7/10,352
category70,2022/7/13,352
category80,2022/8/23,352
category258,2022/7/1,352
category215,2023/5/16,352
category45,2022/7/21,352
category45,2022/7/17,352
category194,2023/5/9,352
category107,2022/8/20,352
category107,2022/8/8,352
category49,2022/8/18,352
category16,2023/5/22,352
category29,2023/5/17,352
category16,2023/6/9,352
category256,2023/5/15,352
category35,2023/5/7,352
category268,2023/4/12,352
category71,2022/8/8,352
category12,2023/6/29,352
category299,2023/5/15,352
category247,2022/9/10,352
category118,2022/8/30,352
category157,2022/9/26,352
category152,2022/9/29,352
category239,2023/5/12,352
category171,2022/7/21,352
category229,2023/5/9,352
category238,2022/7/22,352
category300,2023/4/9,352
category138,2023/6/28,352
category17,2023/4/4,352
category152,2022/9/21,352
category197,2023/4/4,352
category118,2023/6/4,352
category118,2023/5/6,352
category303,2022/7/5,352
category215,2022/8/2,352
category300,2023/6/1,350
category227,2022/9/27,350
category255,2023/5/9,350
category143,2023/6/25,350
category303,2022/7/2,350
category293,2022/7/9,350
category300,2022/9/19,350
category107,2022/9/9,350
category227,2023/6/2,350
category79,2023/5/4,350
category252,2022/8/11,350
category247,2023/5/30,350
category71,2023/4/4,350
category79,2023/4/12,350
category118,2022/9/4,350
category321,2022/9/18,350
category94,2023/6/23,350
category94,2023/4/6,350
category53,2023/6/6,350
category198,2023/4/14,350
category229,2022/9/7,350
category49,2023/6/13,350
category49,2022/9/2,350
category157,2022/9/10,350
category94,2023/5/9,350
category88,2022/9/1,350
category135,2022/9/7,350
category321,2023/4/16,350
category88,2023/6/24,350
category17,2022/8/5,350
category233,2023/5/1,350
category268,2023/5/25,350
category139,2023/5/21,350
category157,2022/9/19,350
category94,2022/9/18,350
category238,2022/7/21,350
category59,2023/6/3,350
category16,2023/6/5,350
category29,2023/6/26,350
category192,2022/8/7,350
category300,2022/9/15,350
category300,2023/4/5,350
category198,2022/9/19,350
category107,2022/7/24,350
category33,2023/4/7,350
category26,2023/4/25,350
category247,2023/5/31,350
category197,2023/4/25,350
category45,2022/9/28,350
category16,2022/8/12,348
category118,2023/6/29,348
category303,2023/4/17,348
category293,2023/4/13,348
category229,2022/9/19,348
category303,2023/5/15,348
category108,2023/6/16,348
category236,2023/6/25,348
category232,2022/7/13,348
category88,2023/6/10,348
category275,2022/9/6,348
category63,2022/7/2,348
category239,2023/4/3,348
category247,2023/6/12,348
category233,2023/4/30,348
category194,2023/5/31,348
category94,2023/5/11,348
category284,2023/5/25,348
category136,2022/9/18,348
category114,2022/7/10,348
category303,2023/6/28,348
category215,2023/5/18,348
category321,2023/5/21,348
category94,2023/5/23,348
category71,2022/7/25,348
category59,2023/6/7,348
category148,2022/8/14,348
category171,2023/5/6,348
category157,2022/7/28,348
category157,2023/6/8,348
category321,2022/8/9,348
category236,2023/4/17,348
category239,2023/5/17,348
category143,2023/5/26,348
category157,2022/8/9,348
category26,2023/5/30,348
category136,2022/7/23,348
category194,2022/8/15,348
category94,2022/8/13,348
category236,2023/5/6,348
category71,2022/8/18,348
category300,2022/9/10,348
category35,2023/5/5,348
category45,2022/7/10,348
category85,2023/6/17,348
category94,2023/6/30,348
category232,2023/6/9,348
category12,2022/7/11,346
category17,2022/9/8,346
category233,2022/7/2,346
category268,2022/8/29,346
category71,2023/5/4,346
category277,2022/9/22,346
