品类,日期,销量
category192,2022/10/24,1303
category34,2022/10/24,109
category57,2022/10/24,9
category241,2022/10/24,550
category68,2022/10/24,17
category214,2022/10/24,66
category127,2022/10/24,163
category160,2022/10/24,745
category293,2022/10/24,151
category64,2022/10/24,45
category178,2022/10/24,79
category269,2022/10/24,8
category320,2022/10/24,14
category200,2022/10/24,2341
category314,2022/10/24,16
category45,2022/10/24,648
category77,2022/10/24,1357
category107,2022/10/24,435
category248,2022/10/24,1303
category120,2022/10/24,57
category65,2022/10/24,11342
category135,2022/10/24,508
category2,2022/10/28,10289
category19,2022/10/24,28
category176,2022/10/24,103
category276,2022/10/24,5749
category287,2022/10/24,235
category3,2022/10/24,67
category85,2022/10/24,219
category171,2022/10/27,2031
category204,2022/10/24,43
category42,2022/10/24,5154
category138,2022/10/24,319
category20,2022/10/27,13905
category171,2022/10/29,895
category99,2022/10/24,20
category84,2022/10/24,41752
category182,2022/10/24,96
category307,2022/10/24,1837
category254,2022/10/26,22489
category283,2022/10/24,1710
category296,2022/10/24,223
category166,2022/10/24,4729
category153,2022/10/24,9692
category73,2022/10/24,253
category123,2022/10/24,142
category132,2022/10/24,9
category188,2022/10/27,1865
category24,2022/10/24,792
category2,2022/10/29,9853
category261,2022/10/24,282
category33,2022/10/24,227
category39,2022/10/24,20
category78,2022/10/24,106
category30,2022/10/24,3810
category151,2022/10/24,1719
category267,2022/10/24,43
category212,2022/10/24,49
category111,2022/10/24,17
category61,2022/10/24,2014
category35,2022/10/24,461
category100,2022/10/24,130
category195,2022/10/24,2989
category140,2022/10/24,106
category238,2022/10/24,169
category75,2022/10/24,35
category268,2022/10/24,289
category251,2022/10/24,84
category275,2022/10/27,483
category97,2022/10/28,1242
category131,2022/10/24,10
category270,2022/10/24,51
category289,2022/10/24,24
category311,2022/10/24,65
category59,2022/10/24,38
category156,2022/10/24,192
category15,2022/10/24,810
category17,2022/10/24,265
category316,2022/10/24,461
category347,2022/10/24,115
category58,2022/10/24,2029
category76,2022/10/24,110
category282,2022/10/24,1236
category229,2022/10/24,168
category93,2022/10/24,874
category188,2022/10/24,1970
category97,2022/10/27,1428
category180,2022/10/24,31
category38,2022/10/24,52
category113,2022/10/24,11
category218,2022/10/24,131
category154,2022/10/24,1175
category292,2022/10/24,42
category324,2022/10/24,193
category243,2022/10/24,9664
category277,2022/10/24,77
category149,2022/10/24,9
category246,2022/10/24,94
category301,2022/10/24,25
category125,2022/10/24,76
category133,2022/10/24,17
category101,2022/10/24,48
category223,2022/10/24,2324
category144,2022/10/24,95
category74,2022/10/24,89
category25,2022/10/24,50
category2,2022/10/27,20639
category179,2022/10/24,16
category128,2022/10/24,931
category12,2022/10/24,541
category13,2022/10/24,161
category88,2022/10/24,232
category194,2022/10/24,259
category309,2022/10/24,6
category233,2022/10/24,690
category271,2022/10/24,257
category162,2022/10/24,27
category89,2022/10/24,1007
category187,2022/10/24,0
category72,2022/10/24,1605
category318,2022/10/24,4
category92,2022/10/24,24
category129,2022/10/24,175
category50,2022/10/24,3
category124,2022/10/24,1119
category66,2022/10/24,11
category323,2022/10/24,165
category20,2022/10/29,10440
category298,2022/10/24,19
category256,2022/10/24,134
category114,2022/10/24,174
category303,2022/10/24,420
category335,2022/10/24,8
category232,2022/10/24,513
category171,2022/10/24,2732
category137,2022/10/24,14377
category141,2022/10/24,4774
category116,2022/10/24,155
category102,2022/10/24,9931
category209,2022/10/24,4066
category302,2022/10/24,19
category189,2022/10/24,20
category67,2022/10/24,3
category245,2022/10/24,8127
category146,2022/10/24,769
category14,2022/10/24,87
category51,2022/10/24,828
category254,2022/10/24,24075
category278,2022/10/24,24
category215,2022/10/24,286
category22,2022/10/24,35
category201,2022/10/24,83
category172,2022/10/24,182
category155,2022/10/24,47
category273,2022/10/24,863
category222,2022/10/24,70
category148,2022/10/24,336
category109,2022/10/24,393
category95,2022/10/24,1488
category331,2022/10/24,58
category158,2022/10/24,84
category6,2022/10/24,5
category98,2022/10/24,17
category285,2022/10/24,1765
category226,2022/10/24,1294
category104,2022/10/24,886
category205,2022/10/24,133
category48,2022/10/24,1084
category242,2022/10/24,3191
category322,2022/10/24,249
category275,2022/10/24,394
category266,2022/10/28,1145
category62,2022/10/24,526
category97,2022/10/29,1637
category306,2022/10/24,50
category286,2022/10/24,964
category147,2022/10/24,17
category217,2022/10/24,18
category280,2022/10/24,3178
category225,2022/10/24,19446
category262,2022/10/24,848
category252,2022/10/24,34
category112,2022/10/24,64
category118,2022/10/24,284
category177,2022/10/24,70
category136,2022/10/24,111
category152,2022/10/24,242
category313,2022/10/24,2348
category321,2022/10/24,346
category127,2022/10/26,115
category220,2022/10/24,13
category28,2022/10/24,187
category224,2022/10/24,39
category227,2022/10/24,140
category21,2022/10/24,44119
category264,2022/10/24,192
category240,2022/10/24,742
category253,2022/10/24,840
category197,2022/10/24,505
category150,2022/10/24,7
category281,2022/10/24,465
category139,2022/10/24,49
category109,2022/10/25,415
category122,2022/10/24,604
category211,2022/10/24,27
category111,2022/10/29,22
category235,2022/10/24,10
category87,2022/10/24,6527
category315,2022/10/24,1
category199,2022/10/24,2
category184,2022/10/24,733
category80,2022/10/24,313
category161,2022/10/24,1365
category183,2022/10/24,1472
category257,2022/10/24,98
category308,2022/10/24,16360
category230,2022/10/24,15
category191,2022/10/24,1605
category169,2022/10/24,1165
category97,2022/10/24,1451
category49,2022/10/24,238
category47,2022/10/24,868
category32,2022/10/24,960
category44,2022/10/24,2658
category258,2022/10/24,526
category203,2022/10/24,1934
category141,2022/10/26,2857
category103,2022/10/24,478
category174,2022/10/24,54
category190,2022/10/24,1254
category91,2022/10/24,7
category117,2022/10/24,23
category60,2022/10/24,11134
category237,2022/10/29,3085
category299,2022/10/24,841
category290,2022/10/24,41
category250,2022/10/24,3484
category108,2022/10/24,224
category72,2022/10/28,1344
category185,2022/10/24,3076
category126,2022/10/24,18
category18,2022/10/24,83
category8,2022/10/24,555
category206,2022/10/24,4
category56,2022/10/24,507
category171,2022/10/28,1007
category16,2022/10/24,503
category71,2022/10/24,423
category291,2022/10/24,2
category110,2022/10/24,88
category163,2022/10/24,87
category168,2022/10/24,13
category198,2022/10/24,568
category70,2022/10/24,372
category11,2022/10/24,63
category40,2022/10/24,25108
category46,2022/10/24,220
category236,2022/10/24,451
category263,2022/10/24,2766
category79,2022/10/24,58
category297,2022/10/24,78
category179,2022/10/27,37
category26,2022/10/24,379
category284,2022/10/24,171
category130,2022/10/24,10291
category94,2022/10/24,377
category279,2022/10/24,9151
category106,2022/10/24,30
category20,2022/10/28,12522
category173,2022/10/24,827
category228,2022/10/24,223
category81,2022/10/24,25
category27,2022/10/24,101
category208,2022/10/24,1168
category143,2022/10/24,443
category300,2022/10/24,518
category247,2022/10/24,515
category344,2022/10/24,5
category2,2022/10/24,9207
category29,2022/10/24,884
category237,2022/10/24,3034
category105,2022/10/24,1163
category325,2022/10/24,1506
category259,2022/10/24,1972
category186,2022/10/24,1384
category121,2022/10/24,864
category312,2022/10/24,4
category165,2022/10/24,1161
category239,2022/10/24,695
category4,2022/10/24,87
category175,2022/10/24,15
category317,2022/10/24,1
category237,2022/11/15,2744
category43,2022/10/24,170
category157,2022/10/24,374
category295,2022/10/24,96
category196,2022/10/24,1521
category52,2022/10/24,178
category1,2022/10/24,34
category104,2022/10/1,973
category270,2023/10/6,289
category42,2023/10/6,3991
category267,2023/10/5,6
category173,2023/10/6,683
category202,2023/10/6,85
category35,2023/10/6,1309
category200,2023/10/6,2343
category117,2023/10/6,41
category52,2023/10/6,138
category157,2023/10/6,145
category149,2023/10/5,4
category144,2023/10/6,166
category223,2023/10/6,1759
category109,2023/10/6,6
category206,2023/10/10,5
category207,2023/10/10,6
category341,2023/10/10,10
category10,2023/10/10,40
category10,2023/10/11,180
category9,2023/10/10,2
category142,2023/10/10,4
category330,2023/10/10,1
category342,2023/10/10,12
category272,2023/10/10,0
category38,2022/11/3,54
category39,2022/11/3,66
category229,2022/11/3,149
category300,2022/11/3,508
category136,2022/11/3,118
category297,2022/11/3,521
category298,2022/11/3,17
category3,2022/11/3,53
category99,2022/11/3,36
category119,2022/11/3,9
category224,2022/11/3,36
category116,2022/11/3,192
category120,2022/11/3,42
category246,2022/11/3,141
category181,2022/11/3,4
category168,2022/11/3,11
category324,2022/11/3,243
category210,2022/11/3,1
category142,2022/11/3,6
category201,2022/11/3,100
category112,2022/11/3,87
category301,2022/11/3,41
category267,2022/11/3,30
category314,2022/11/3,20
category207,2022/11/3,0
category244,2022/11/3,0
category163,2022/11/3,58
category335,2022/11/3,25
category214,2022/11/3,91
category309,2022/11/3,16
category235,2022/11/3,9
category320,2022/11/3,28
category247,2022/11/3,737
category79,2022/11/3,72
category318,2022/11/3,7
category189,2022/11/3,74
category105,2022/11/3,76
category25,2022/11/3,50
category91,2022/11/3,5
category115,2022/11/3,2
category264,2022/11/3,159
category125,2022/11/3,55
category11,2022/11/3,90
category310,2022/11/3,0
category290,2022/11/3,57
category1,2022/11/3,37
category303,2022/11/3,673
category182,2022/11/3,113
category4,2022/11/3,55
category139,2022/11/3,341
category19,2022/11/3,177
category315,2022/11/3,2
category148,2022/11/3,668
category85,2022/11/3,226
category147,2022/11/3,20
category331,2022/11/3,130
category111,2022/11/3,96
category144,2022/11/3,91
category47,2022/11/3,849
category312,2022/11/4,8
category220,2022/11/3,21
category175,2022/11/3,15
category131,2022/11/3,11
category90,2022/11/3,20
category287,2022/11/3,360
category162,2022/11/3,16
category193,2022/11/3,2
category217,2022/11/3,17
category22,2022/11/3,42
category211,2022/11/3,31
category117,2022/11/3,34
category66,2022/11/3,19
category158,2022/11/3,135
category323,2022/11/3,134
category292,2022/11/3,56
category278,2022/11/3,34
category179,2022/11/3,17
category179,2022/11/4,22
category98,2022/11/3,17
category311,2022/11/3,58
category88,2022/11/3,689
category114,2022/11/3,153
category132,2022/11/3,12
category92,2022/11/3,60
category312,2022/11/3,26
category296,2022/11/3,220
category270,2022/11/3,56
category27,2022/11/3,128
category180,2022/11/3,33
category238,2022/10/7,132
category148,2022/10/7,428
category109,2022/10/8,530
category137,2022/10/8,12409
category320,2022/10/7,26
category30,2022/10/8,3758
category220,2022/10/7,16
category115,2022/10/7,1
category264,2022/10/7,80
category43,2022/10/7,202
category184,2022/10/8,401
category313,2022/10/8,2736
category95,2022/10/7,845
category214,2022/10/7,57
category162,2022/10/7,11
category267,2022/10/7,24
category216,2022/10/7,1
category229,2022/10/7,244
category88,2022/10/7,184
category16,2022/10/7,274
category286,2022/10/7,485
category302,2022/10/7,17
category290,2022/10/7,26
category107,2022/10/7,334
category156,2022/10/8,270
category120,2022/10/7,41
category58,2022/10/7,1750
category285,2022/10/7,1648
category258,2022/10/7,611
category152,2022/10/7,416
category44,2022/10/7,1688
category273,2022/10/7,738
category93,2022/10/9,888
category104,2022/10/7,1443
category125,2022/10/7,44
category69,2022/10/7,4
category246,2022/10/7,71
category303,2022/10/8,529
category4,2022/10/7,23
category84,2022/10/8,35616
category97,2022/10/8,1326
category113,2022/10/7,8
category242,2022/10/7,2382
category151,2022/10/7,1934
category165,2022/10/7,578
category338,2022/10/7,1
category327,2022/10/8,3
category191,2022/10/7,1012
category264,2022/10/8,139
category94,2022/10/7,448
category164,2022/10/9,8687
category301,2022/10/7,20
category277,2022/10/7,57
category188,2022/10/8,2330
category46,2022/10/7,137
category57,2022/10/7,9
category45,2022/10/7,233
category195,2022/10/8,2810
category268,2022/10/7,311
category142,2022/10/7,3
category168,2022/10/7,7
category116,2022/10/7,128
category305,2022/10/7,31
category335,2022/10/7,5
category148,2022/10/8,378
category344,2022/10/7,8
category239,2022/10/8,457
category119,2022/10/7,0
category180,2022/10/7,33
category112,2022/10/7,47
category259,2022/10/7,1040
category201,2022/10/7,65
category22,2022/10/7,24
category178,2022/10/8,106
category233,2022/10/7,430
category120,2022/10/9,32
category33,2022/10/7,218
category308,2022/10/8,15259
category275,2022/10/8,307
category243,2022/10/7,8014
category247,2022/10/7,261
category146,2022/10/7,474
category257,2022/10/7,93
category101,2022/10/7,53
category49,2022/10/7,222
category223,2022/10/7,2471
category92,2022/10/7,29
category48,2022/10/8,3854
category63,2022/10/7,2694
category245,2022/10/9,7139
category87,2022/10/8,9445
category186,2022/10/7,72
category11,2022/10/7,19
category165,2022/10/8,1043
category278,2022/10/7,16
category77,2022/10/7,666
category194,2022/10/7,287
category289,2022/10/7,36
category72,2022/10/8,1802
category129,2022/10/8,191
category40,2022/10/7,8605
category110,2022/10/7,81
category255,2022/10/7,41
category66,2022/10/7,323
category91,2022/10/7,6
category90,2022/10/7,17
category81,2022/10/7,27
category89,2022/10/8,1103
category217,2022/10/7,15
